e,time,g_mean
a,0,0.5
a,1,0.4289466666666666
a,2,0.3582875200000001
a,3,0.3029532525333334
a,4,0.2861750863333334
a,5,0.26005417020000005
a,6,0.20734106776666675
a,7,0.19695710476666667
a,8,0.1842952702976667
a,9,0.17614842952684337
a,10,0.16602629771958516
a,11,0.16294918849044246
a,12,0.1592378719878433
a,13,0.16010192624022374
a,14,0.1579146575691461
a,15,0.15366329763623407
a,16,0.1439843418459007
a,17,0.13838221103913015
a,18,0.1370046081732098
a,19,0.14050627734214366
a,20,0.1422302482644639
a,21,0.13885868290143036
a,22,0.14022717961021608
a,23,0.1452595935846821
a,24,0.1444507885556175
a,25,0.13651736663250966
a,26,0.13724107455508797
a,27,0.13880481993659086
a,28,0.13608681532216352
a,29,0.13546216098947578
a,30,0.13589949915444702
a,31,0.12498956178546876
a,32,0.1265321827762727
a,33,0.1342413827762727
a,34,0.1389841339534632
a,35,0.14102274865097747
a,36,0.14173905918431076
a,37,0.1338673959209341
a,38,0.1431470752596942
a,39,0.12758341611899696
a,40,0.12317705773089666
a,41,0.11804323985438495
a,42,0.12023030047080503
a,43,0.11629696713747167
a,44,0.11342799690300741
a,45,0.11324842992664147
a,46,0.10906493958597231
a,47,0.1215650232323598
a,48,0.12300798888892914
a,49,0.12317375444448872
a,50,0.1190825365111647
a,51,0.1208041234956145
a,52,0.13575088616561448
a,53,0.13376665283228117
a,54,0.1417710387596935
a,55,0.14156427609302685
a,56,0.13089840382636017
a,57,0.1320505488903602
a,58,0.1307975488903602
a,59,0.13174541889036018
a,60,0.12138644847706663
a,61,0.11248978181040002
a,62,0.11541737666666664
a,63,0.10878404333333332
a,64,0.10985070999999998
a,65,0.10631911433333328
a,66,0.10582911433333335
a,67,0.11225911433333333
a,68,0.11114644766666666
a,69,0.10726611433333332
a,70,0.10518748099999999
a,71,0.09298803333333333
a,72,0.08893333333333334
a,73,0.09331633333333333
a,74,0.09227266666666664
a,75,0.08354266666666668
a,76,0.08915599999999999
a,77,0.09851143333333333
a,78,0.08321810000000002
a,79,0.09029857666666667
a,80,0.08767394333333335
a,81,0.08377224333333336
a,82,0.09481661109999999
a,83,0.08924294443333335
a,84,0.09697627776666667
a,85,0.09668994443333333
a,86,0.09580961109999998
a,87,0.09221723887666669
a,88,0.09748723887666667
a,89,0.10316666666666664
a,90,0.09927333333333332
a,91,0.10080333333333333
a,92,0.10454
a,93,0.10303333333333328
a,94,0.10458033333333332
a,95,0.10640169999999996
a,96,0.10601033333333329
a,97,0.10446666666666664
a,98,0.10220333333333333
a,99,0.10260333333333332
a,100,0.10264366666666663
a,101,0.10133803333333334
a,102,0.098118
a,103,0.100718
a,104,0.09909336666666667
a,105,0.092325
a,106,0.09742113333333334
