e,time,g_mean
A,117,0.017980268098998074
a,117,0.37647384050596444
A,118,0.017487312121885396
a,118,0.37616225732509634
A,119,0.017427876716581477
a,119,0.37494698973726426
A,120,0.017702253801942888
a,120,0.3756029026910111
A,121,0.01718127851314559
a,121,0.3775003300315349
A,122,0.01732071337230052
a,122,0.37679466862258787
A,123,0.016981164813772622
a,123,0.3774917372607421
A,124,0.017022511706683167
a,124,0.3776454053546382
A,125,0.017399065176234352
a,125,0.38020069402765555
A,126,0.017923787967536124
a,126,0.38090688667701295
A,127,0.01729989348872597
a,127,0.3784640583935924
A,128,0.016769033490008425
a,128,0.37889505671260976
A,129,0.016625001773459127
a,129,0.37715198425336927
A,130,0.015949262746179572
a,130,0.37624662143816806
A,131,0.016160178239137315
a,131,0.375174697718096
A,132,0.01617026263843761
a,132,0.374936861084566
A,133,0.01553787179336719
a,133,0.3736668289363791
A,134,0.015124118641694237
a,134,0.3721173480809179
A,135,0.015361723194139977
a,135,0.37299042750119255
A,136,0.014940955606111812
a,136,0.3724661340847052
A,137,0.014389357114963166
a,137,0.36873066616116545
A,138,0.015252710796106643
a,138,0.3691932970737938
A,139,0.014827701975684109
a,139,0.3686529971238463
A,140,0.015191547746126495
a,140,0.36899454487706107
A,141,0.015367112569699736
a,141,0.37021364210140656
A,142,0.014828849214476716
a,142,0.37153224500939297
A,143,0.014985656536408001
a,143,0.3707534292225701
A,144,0.015202718631525405
a,144,0.3710614052584098
A,145,0.014867305646069673
a,145,0.3729584493874979
A,146,0.01467352999368039
a,146,0.374158281915614
A,147,0.014039728937342363
a,147,0.3753584953492929
A,148,0.014149116067826475
a,148,0.3735772143938687
A,149,0.013830079904587681
a,149,0.3745221730094177
A,150,0.013445665416465047
a,150,0.37419246401470335
A,151,0.01246980866008822
a,151,0.37398128682836973
A,152,0.012695905804712573
a,152,0.37273525344201686
A,153,0.01241938803434967
a,153,0.37198712367414843
A,154,0.01207363281917534
a,154,0.3715440915563865
A,155,0.011810302991363045
a,155,0.3724087392159859
A,156,0.012030703141358947
a,156,0.37286124526722436
A,157,0.012394047655330647
a,157,0.37413746359083144
A,158,0.012684791545348163
a,158,0.37567041599817685
A,159,0.01205306625738513
a,159,0.37580943051248217
A,160,0.011847034140829382
a,160,0.3770649705954173
A,161,0.012558977787174037
a,161,0.37896511196678445
A,162,0.012217159776925866
a,162,0.3790885511460025
A,163,0.012500267224196993
a,163,0.37854310920509815
A,164,0.011740440312140105
a,164,0.37927888014320027
A,165,0.011325381140522926
a,165,0.3795465099672827
A,166,0.011260661587185321
a,166,0.3803964706385795
A,167,0.010997948399896217
a,167,0.379768698195566
A,168,0.010661256972319356
a,168,0.3791008706144588
A,169,0.01070094302522939
a,169,0.3795172857159025
A,170,0.010363790913385478
a,170,0.38143328804324633
A,171,0.010372166236292774
a,171,0.3809609870397175
A,172,0.010256028809777941
a,172,0.38091135413626787
A,173,0.009971957440142397
a,173,0.3812703273811836
A,174,0.010042378214790284
a,174,0.38200056254094505
A,175,0.009777788461376686
a,175,0.38283738315300586
A,176,0.009848915221940065
a,176,0.3845467431351477
A,177,0.009734600089859883
a,177,0.38653849446656185
A,178,0.009544582054688456
a,178,0.3889461171130692
A,179,0.009334898928229895
a,179,0.3876274830750171
A,180,0.009207568054457518
a,180,0.3868488700857514
A,181,0.009011648070330362
a,181,0.38691596496410774
A,182,0.008946511671550559
a,182,0.3874397416738853
A,183,0.008817564552291499
a,183,0.3874323031937151
A,184,0.00911632391487902
a,184,0.38818287268469703
A,185,0.008697188738764969
a,185,0.3894295264746494
A,186,0.008703243943676562
a,186,0.39189483063781577
A,187,0.008775299119296172
a,187,0.3906969194886592
A,188,0.008290555665933693
a,188,0.39196881274543394
A,189,0.008502879609595665
a,189,0.391917658609004
A,190,0.008325416039883484
a,190,0.39224866014538234
A,191,0.008189925941920096
a,191,0.3927636407337396
A,192,0.008422422119408128
a,192,0.39387401192332716
A,193,0.008083140543444205
a,193,0.3932244377020248
A,194,0.007882618315937166
a,194,0.3943261713686476
A,195,0.007883322541289279
a,195,0.3941966121624168
A,196,0.008659105813718856
a,196,0.3966915319155563
A,197,0.008189474456299055
a,197,0.3961219373697613
A,198,0.008306437237182464
a,198,0.3976871111415413
A,199,0.007776070885381862
a,199,0.39833900229415165
A,200,0.008058851044449424
a,200,0.39750906022018967
A,201,0.008062736625435338
a,201,0.3982874110379982
A,202,0.007890208725335968
a,202,0.3983181127676153
A,203,0.00781908372533597
a,203,0.399341352397467
A,204,0.007745097580352914
a,204,0.39886752184572977
A,205,0.008168689129648687
a,205,0.39894897211012004
A,206,0.008113470390249818
a,206,0.40156801016227456
A,207,0.008353915871588688
a,207,0.40220862169633026
A,208,0.008001093670884463
a,208,0.4023523859859454
A,209,0.007760920165284209
a,209,0.4020539524403844
A,210,0.007846405675704193
a,210,0.40273577554573725
A,211,0.008267882788380249
a,211,0.40190040177970815
A,212,0.00835238022459177
a,212,0.40335868348168785
A,213,0.008583101301285404
a,213,0.40403288835927
A,214,0.008886846064220124
a,214,0.40520156331675233
A,215,0.009630152905488826
a,215,0.40665297100830006
A,216,0.009577287981285642
a,216,0.40743845488770325
A,217,0.00908574045487719
a,217,0.40745518113654655
A,218,0.009020318565848602
a,218,0.4086884814002028
A,219,0.009090404948243409
a,219,0.4086121532869413
A,220,0.008947820751331891
a,220,0.4083352379591265
A,221,0.008455590428060806
a,221,0.4100942318209378
A,222,0.008204008848964954
a,222,0.4095619230161731
A,223,0.008417472816731981
a,223,0.4106843677683942
A,224,0.007991398837858743
a,224,0.41185246572038087
A,225,0.00838127357630837
a,225,0.41225996467155096
A,226,0.008100639773491469
a,226,0.411466869022656
A,227,0.008171766534054851
a,227,0.4113026538603832
A,228,0.008523176745322457
a,228,0.41158487870876087
A,229,0.008045194250073244
a,229,0.4133991924761059
A,230,0.00848208068041997
a,230,0.4150445632470652
A,231,0.007986640486713983
a,231,0.4137503098064042
A,232,0.007845795416291448
a,232,0.4145267504032402
A,233,0.007971597789485222
a,233,0.4162219838469941
A,234,0.0081835731415979
a,234,0.41691984623271205
A,235,0.008466326680330294
a,235,0.4175267099354754
A,236,0.008395904145119025
a,236,0.4166200728103508
A,237,0.00828255086241061
a,237,0.41815262302784134
A,238,0.007931867931734112
a,238,0.41787675771337845
A,239,0.008365389288996845
a,239,0.41716689104900107
A,240,0.008028953642135251
a,240,0.4192099741360376
A,241,0.008183765288694052
a,241,0.4204452034286211
A,242,0.008055542886091283
a,242,0.4191101877165415
A,243,0.007644992742910361
a,243,0.41983482746103074
A,244,0.007998887206070572
a,244,0.4206421867887979
A,245,0.007522985635021679
a,245,0.42085066919476394
A,246,0.00753651166340779
a,246,0.4216126424935748
A,247,0.007536863776083845
a,247,0.42324655568071895
A,248,0.007537921874675395
a,248,0.423704662481741
A,249,0.007326705927636684
a,249,0.4230402552747209
A,250,0.00738674508523437
a,250,0.42528918636889
A,251,0.007739567277135777
a,251,0.42609915522512504
A,252,0.007399652176905016
a,252,0.42625929023689807
A,253,0.00733418053157205
a,253,0.42767257458565977
A,254,0.007545097785093177
a,254,0.42844387212903867
A,255,0.007342878935767952
a,255,0.4296328033374673
A,256,0.006848512738584853
a,256,0.42900864583073206
A,257,0.006707676470979218
a,257,0.4293222020545573
A,258,0.007199216963936965
a,258,0.42886731124760613
A,259,0.0071302046399933025
a,259,0.42877141752655135
A,260,0.007353788492421898
a,260,0.42922335150935387
A,261,0.007989703985379645
a,261,0.43076875706484985
A,262,0.007258968947783552
a,262,0.4305248229923677
A,263,0.006919720854603229
a,263,0.4313391387729478
A,264,0.007220603581254866
a,264,0.4315208953609188
A,265,0.0069357391446351465
a,265,0.4320630534197909
A,266,0.007359689866466132
a,266,0.43336092319112535
A,267,0.007221323722187964
a,267,0.43213242301742044
A,268,0.007288556046043598
a,268,0.4338197629248551
A,269,0.007231763094439625
a,269,0.43293368142919714
A,270,0.007514157460636808
a,270,0.4334591331828381
A,271,0.007460254848852281
a,271,0.432304980948731
A,272,0.006997042872343982
a,272,0.4331294543249279
A,273,0.006997754139949616
a,273,0.4330281749352044
A,274,0.007066055196287643
a,274,0.43286431554657695
A,275,0.006854433717414404
a,275,0.43302496283542724
A,276,0.007166515745156406
a,276,0.43339851124386974
A,277,0.00718051444164587
a,277,0.433550614859102
A,278,0.006687915867702208
a,278,0.4352971503211311
A,279,0.0069678401546740395
a,279,0.43223288722219305
A,280,0.0074600866247444605
a,280,0.43312556449277423
A,281,0.007122392973167076
a,281,0.43390980874660523
A,282,0.0072639457900684845
a,282,0.4331697143471287
A,283,0.007476618325279753
a,283,0.4330238566186621
A,284,0.006997090069881101
a,284,0.43235276658908395
A,285,0.007067160492416313
a,285,0.4331903228023807
A,286,0.007363051488346297
a,286,0.43219575867709037
A,287,0.007254714154435968
a,287,0.43286006034297503
A,288,0.007042034568168364
a,288,0.4331182373328818
A,289,0.006790264098403572
a,289,0.4339810394419002
A,290,0.00707124825333315
a,290,0.43312362283075145
A,291,0.007297726627855482
a,291,0.43218036511058405
A,292,0.0071739289523490195
a,292,0.4332112517379914
A,293,0.007051129046294057
a,293,0.4335376382651132
A,294,0.007122278844225835
a,294,0.4332193126466039
A,295,0.006982507912053742
a,295,0.43271658817385733
A,296,0.007259202919445464
a,296,0.4339244063786108
A,297,0.0075001785552323945
a,297,0.4359032671726296
A,298,0.007290680324598592
a,298,0.4353191625246064
A,299,0.007586449093382968
a,299,0.43400253283398915
A,300,0.007443838169087195
a,300,0.4349627680991689
